model_name,sigma,err
nn,0.0944444444444444,0.0050651299166451
nn,0.1155555555555555,0.0047445467521414
nn,0.1366666666666667,0.0061191230115188
nn,0.1577777777777778,0.0077844160963413
nn,0.1788888888888889,0.0091348786473818
nn,0.2,0.0134766157505602
nn,0.01,7.973690777754241e-05
nn,0.0311111111111111,0.0005514029247094
nn,0.0522222222222222,0.0008889388697022
nn,0.0733333333333333,0.0023588469421901
nn,0.0944444444444444,0.0042082619142779
nn,0.1155555555555555,0.0050840306489469
nn,0.1366666666666667,0.0073287457352413
nn,0.1577777777777778,0.0101386498216736
nn,0.1788888888888889,0.0166370549317589
nn,0.2,0.012454141590223
pysr,0.01,1.7473532086681244e-06
pysr,0.0311111111111111,0.0002506355895039
pysr,0.0522222222222222,0.0001874338255318
pysr,0.0733333333333333,0.0002738619456352
pysr,0.0944444444444444,0.0002985139268413
pysr,0.1155555555555555,0.0003275492870761
pysr,0.1366666666666667,0.0003595979913234
pysr,0.1577777777777778,0.0003263394486722
pysr,0.1788888888888889,0.0004870371198249
pysr,0.2,0.0006420514551222
pysr,0.01,1.423158264436768e-06
pysr,0.0311111111111111,0.0003133311077671
pysr,0.0522222222222222,0.0002695386348223
pysr,0.0733333333333333,0.0002990309040611
pysr,0.0944444444444444,0.0003031739817683
pysr,0.1155555555555555,0.0003327549499111
pysr,0.1366666666666667,0.00050334657911
pysr,0.1577777777777778,0.0004040502839548
pysr,0.1788888888888889,0.0004575466638053
pysr,0.2,0.0005932562572762
pysr,0.01,1.7445296404256778e-06
pysr,0.0311111111111111,0.000254157462243
pysr,0.0522222222222222,0.0002124336427706
pysr,0.0733333333333333,0.0002647622062959
pysr,0.0944444444444444,0.0002903384777702
pysr,0.1155555555555555,0.0003016244884709
pysr,0.1366666666666667,0.0006015211762591
pysr,0.1577777777777778,0.0003536435497777
pysr,0.1788888888888889,0.0003765699491581
pysr,0.2,0.0007988101405191
pysr,0.01,1.5059538266129603e-06
pysr,0.0311111111111111,0.0002641778781463
pysr,0.0522222222222222,0.0001858180151236
pysr,0.0733333333333333,0.000144479789059
pysr,0.0944444444444444,0.0001526634043032
pysr,0.1155555555555555,0.0001786729091274
pysr,0.1366666666666667,0.00036927075477
pysr,0.1577777777777778,0.0009560879809658
pysr,0.1788888888888889,0.0007723870160559
pysr,0.2,0.001026301783353
pysr,0.01,1.3612018331259948e-06
pysr,0.0311111111111111,0.0002627567222392
pysr,0.0522222222222222,0.0001590001117391
pysr,0.0733333333333333,0.0001683807632196
pysr,0.0944444444444444,0.0001813217620145
pysr,0.1155555555555555,0.000213052779672
pysr,0.1366666666666667,0.0003852897700543
pysr,0.1577777777777778,0.0002579100544245
pysr,0.1788888888888889,0.0003360424022496
pysr,0.2,0.0005522059124524
pysr,0.01,1.3182426883803229e-06
pysr,0.0311111111111111,0.0002519146120295
pysr,0.0522222222222222,4.099196498060364e-06
pysr,0.0733333333333333,0.0004917262464972
pysr,0.0944444444444444,0.0001637439808214
pysr,0.1155555555555555,0.0001781711182984
pysr,0.1366666666666667,0.0004693716382617
pysr,0.1577777777777778,0.0004734449614464
pysr,0.1788888888888889,0.0003783615020387
pysr,0.2,0.0005099664604332
pysr,0.01,1.452070059418803e-06
pysr,0.0311111111111111,0.0002174319696189
pysr,0.0522222222222222,0.0002229398190728
pysr,0.0733333333333333,0.0002372532654761
pysr,0.0944444444444444,0.0002579524811141
pysr,0.1155555555555555,0.000300195285653
pysr,0.1366666666666667,0.0003514920457219
pysr,0.1577777777777778,0.0004523258717959
pysr,0.1788888888888889,0.0004565779112045
pysr,0.2,0.0003567010928969
pysr,0.01,1.4069273389901056e-06
pysr,0.0311111111111111,0.0002642369980377
pysr,0.0522222222222222,0.000268569119026
pysr,0.0733333333333333,0.0001291772250444
pysr,0.0944444444444444,0.0002879502007714
pysr,0.1155555555555555,0.0002231372294072
pysr,0.1366666666666667,0.0003662344492302
pysr,0.1577777777777778,0.0006486068932765
pysr,0.1788888888888889,0.0006611456123479
pysr,0.2,0.0003080375182897
pysr,0.01,1.71608114795069e-06
pysr,0.0311111111111111,0.0002186966018712
pysr,0.0522222222222222,0.0001632458556068
pysr,0.0733333333333333,8.668508217997142e-05
pysr,0.0944444444444444,0.0005106924445255
pysr,0.1155555555555555,0.0002786520869714
pysr,0.1366666666666667,0.0004544918640462
pysr,0.1577777777777778,0.0006166261611168
pysr,0.1788888888888889,0.0007821386140184
pysr,0.2,0.0006774163049383
pysr,0.01,1.3866013393388827e-06
pysr,0.0311111111111111,0.0001724409211186
pysr,0.0522222222222222,0.0002882467878919
pysr,0.0733333333333333,0.0003018163101111
pysr,0.0944444444444444,0.0003229293596983
pysr,0.1155555555555555,0.0001782304820065
pysr,0.1366666666666667,0.0004122260707007
pysr,0.1577777777777778,0.0003337313475312
pysr,0.1788888888888889,0.0003105737803545
pysr,0.2,0.0003558771822181
sindy,0.01,5.742138313143289e-07
sindy,0.0311111111111111,2.264626980356932e-06
sindy,0.0522222222222222,6.76100518602295e-05
sindy,0.0733333333333333,8.472481042000306e-05
sindy,0.0944444444444444,8.972306990940881e-05
sindy,0.1155555555555555,0.0003055783543717
sindy,0.1366666666666667,8.846358763482381e-05
sindy,0.1577777777777778,0.0001179821169392
sindy,0.1788888888888889,0.0002794813035474
sindy,0.2,0.0005467414775798
sindy,0.01,3.981908914416693e-07
sindy,0.0311111111111111,2.3585783037600515e-06
sindy,0.0522222222222222,7.922473088762373e-06
sindy,0.0733333333333333,2.0583671933045634e-05
sindy,0.0944444444444444,0.0001545783025535
sindy,0.1155555555555555,8.038200667953467e-05
sindy,0.1366666666666667,8.56421133310601e-05
sindy,0.1577777777777778,9.63716855862021e-05
sindy,0.1788888888888889,0.0001033966139008
sindy,0.2,0.0004198967482232
sindy,0.01,4.899394249723641e-07
sindy,0.0311111111111111,1.621716295626517e-06
sindy,0.0522222222222222,5.603508773521906e-06
sindy,0.0733333333333333,1.302023901647738e-05
sindy,0.0944444444444444,2.6364867291924703e-05
sindy,0.1155555555555555,6.726375894314541e-05
sindy,0.1366666666666667,0.0004493901914387
sindy,0.1577777777777778,0.0004456569848551
sindy,0.1788888888888889,0.0004594829488664
sindy,0.2,0.0004819648318707
sindy,0.01,6.377405847191948e-07
sindy,0.0311111111111111,3.275517454882864e-06
sindy,0.0522222222222222,9.463598279356824e-06
sindy,0.0733333333333333,2.3285815855635117e-05
sindy,0.0944444444444444,4.575696963742245e-05
sindy,0.1155555555555555,7.931017377246262e-05
sindy,0.1366666666666667,0.0001206478803009
sindy,0.1577777777777778,0.0001701791627842
sindy,0.1788888888888889,0.0005589376075497
sindy,0.2,0.0002915866680152
sindy,0.01,4.441006821358124e-07
sindy,0.0311111111111111,1.3472884543048563e-06
sindy,0.0522222222222222,5.231808030176888e-06
sindy,0.0733333333333333,1.4059489581938345e-05
sindy,0.0944444444444444,2.8722704894720956e-05
sindy,0.1155555555555555,4.9821773693453125e-05
sindy,0.1366666666666667,6.50150050363357e-05
sindy,0.1577777777777778,0.0004386539219325
sindy,0.1788888888888889,0.0004575281488048
sindy,0.2,0.0004801063554662
sindy,0.01,4.703799823030896e-07
sindy,0.0311111111111111,1.1853230730416957e-06
sindy,0.0522222222222222,3.023652182831795e-06
sindy,0.0733333333333333,7.249447263959109e-06
sindy,0.0944444444444444,6.876274303412743e-05
sindy,0.1155555555555555,6.893648139885567e-05
sindy,0.1366666666666667,7.112971229980721e-05
sindy,0.1577777777777778,9.911476121785068e-05
sindy,0.1788888888888889,0.0001179782346563
sindy,0.2,0.0001233971305396
sindy,0.01,5.8129798168955e-07
sindy,0.0311111111111111,1.8609512607426275e-06
sindy,0.0522222222222222,6.099250590106499e-06
sindy,0.0733333333333333,1.4296102439321264e-05
sindy,0.0944444444444444,0.000143230650003
sindy,0.1155555555555555,4.983435855845533e-05
sindy,0.1366666666666667,7.422017742794388e-05
sindy,0.1577777777777778,0.0001084899772813
sindy,0.1788888888888889,0.000155063038104
sindy,0.2,0.0003726138675477
sindy,0.01,1.537890095013198e-06
sindy,0.0311111111111111,2.060832870333136e-06
sindy,0.0522222222222222,6.844317188796538e-06
sindy,0.0733333333333333,1.0791580942274811e-05
sindy,0.0944444444444444,2.962235001664599e-05
sindy,0.1155555555555555,8.926853061336415e-05
sindy,0.1366666666666667,7.103425280342217e-05
sindy,0.1577777777777778,0.0001055461280785
sindy,0.1788888888888889,0.0001429376680358
sindy,0.2,0.0002100793008998
sindy,0.01,8.205039598799281e-07
sindy,0.0311111111111111,4.190347481996923e-06
sindy,0.0522222222222222,1.5033880145772114e-05
sindy,0.0733333333333333,8.766878262655986e-05
sindy,0.0944444444444444,0.0001210064852364
sindy,0.1155555555555555,0.0001393415596109
sindy,0.1366666666666667,0.0012098894156223
sindy,0.1577777777777778,0.0001368933284968
sindy,0.1788888888888889,0.0001718233080014
sindy,0.2,0.0002772604972127
sindy,0.01,5.564634632827903e-07
sindy,0.0311111111111111,3.0546080538181494e-06
sindy,0.0522222222222222,1.3532620771679244e-05
sindy,0.0733333333333333,0.0003941697362029
sindy,0.0944444444444444,5.610077829725117e-05
sindy,0.1155555555555555,0.0001114518329024
sindy,0.1366666666666667,0.0001013781621824
sindy,0.1577777777777778,0.0001398033687484
sindy,0.1788888888888889,0.0001828235398551
sindy,0.2,0.0002296578102225
weak_sindy,0.01,9.894106408556197e-08
weak_sindy,0.0311111111111111,3.8092403984820644e-07
weak_sindy,0.0522222222222222,1.953368066475168e-06
weak_sindy,0.0733333333333333,4.457743608570754e-06
weak_sindy,0.0944444444444444,1.0671878206856932e-05
weak_sindy,0.1155555555555555,8.783018100389001e-06
weak_sindy,0.1366666666666667,1.4118916617792986e-05
weak_sindy,0.1577777777777778,1.827289220399404e-05
weak_sindy,0.1788888888888889,2.490037293962747e-05
weak_sindy,0.2,4.310817268217612e-05
weak_sindy,0.01,1.5502180086018902e-07
weak_sindy,0.0311111111111111,9.672904329745064e-07
weak_sindy,0.0522222222222222,2.9760883880944908e-06
weak_sindy,0.0733333333333333,4.907899064808841e-06
weak_sindy,0.0944444444444444,1.192505860087104e-05
weak_sindy,0.1155555555555555,2.0186625291391862e-05
weak_sindy,0.1366666666666667,2.7953910841623623e-05
weak_sindy,0.1577777777777778,3.339192925257199e-05
weak_sindy,0.1788888888888889,0.0005485375480804
weak_sindy,0.2,0.0002021722058709
weak_sindy,0.01,9.993890255666425e-08
weak_sindy,0.0311111111111111,4.219465656071356e-07
weak_sindy,0.0522222222222222,7.564713366032206e-07
weak_sindy,0.0733333333333333,1.927781682685518e-06
weak_sindy,0.0944444444444444,0.0010236826712873
weak_sindy,0.1155555555555555,8.144472268865884e-06
weak_sindy,0.1366666666666667,8.302811134161397e-06
weak_sindy,0.1577777777777778,1.3990210468986326e-05
weak_sindy,0.1788888888888889,2.033299605310345e-05
weak_sindy,0.2,2.576992868116635e-05
weak_sindy,0.01,1.0760818495684543e-07
weak_sindy,0.0311111111111111,5.724998925723263e-07
weak_sindy,0.0522222222222222,1.4702759224843076e-06
weak_sindy,0.0733333333333333,4.116272537912665e-06
weak_sindy,0.0944444444444444,8.122305250640572e-06
weak_sindy,0.1155555555555555,8.209566956164583e-06
weak_sindy,0.1366666666666667,1.3608882602719714e-05
weak_sindy,0.1577777777777778,2.265948812807463e-05
weak_sindy,0.1788888888888889,4.380707815542564e-05
weak_sindy,0.2,4.873999592306495e-05
weak_sindy,0.01,8.813210498968174e-08
weak_sindy,0.0311111111111111,2.505332245217516e-07
weak_sindy,0.0522222222222222,9.543135165555503e-07
weak_sindy,0.0733333333333333,2.602745523375598e-06
weak_sindy,0.0944444444444444,5.499914260489446e-06
weak_sindy,0.1155555555555555,7.299419165327012e-06
weak_sindy,0.1366666666666667,1.4009455102468051e-05
weak_sindy,0.1577777777777778,6.852161086074597e-05
weak_sindy,0.1788888888888889,7.282712040944664e-05
weak_sindy,0.2,4.0759831764348986e-05
weak_sindy,0.01,9.422093476339153e-08
weak_sindy,0.0311111111111111,2.1340595885287798e-07
weak_sindy,0.0522222222222222,4.817396524791966e-07
weak_sindy,0.0733333333333333,1.0934810001487677e-06
weak_sindy,0.0944444444444444,2.8083974529355065e-06
weak_sindy,0.1155555555555555,5.231027007347988e-06
weak_sindy,0.1366666666666667,9.366756526524604e-06
weak_sindy,0.1577777777777778,2.2132568559227836e-05
weak_sindy,0.1788888888888889,3.721111825022903e-05
weak_sindy,0.2,6.053342718222213e-05
weak_sindy,0.01,1.543752112226491e-07
weak_sindy,0.0311111111111111,1.5342632892545309e-06
weak_sindy,0.0522222222222222,1.6708022608097824e-06
weak_sindy,0.0733333333333333,2.9376851014204844e-06
weak_sindy,0.0944444444444444,6.608170123582073e-06
weak_sindy,0.1155555555555555,1.144991141778328e-05
weak_sindy,0.1366666666666667,1.7038265320178908e-05
weak_sindy,0.1577777777777778,2.799459172452643e-05
weak_sindy,0.1788888888888889,4.183435540285714e-05
weak_sindy,0.2,5.638797117863302e-05
weak_sindy,0.01,8.938013339083903e-08
weak_sindy,0.0311111111111111,2.1029394246706801e-07
weak_sindy,0.0522222222222222,6.273047172896614e-07
weak_sindy,0.0733333333333333,1.805355966254856e-06
weak_sindy,0.0944444444444444,5.750219506996146e-06
weak_sindy,0.1155555555555555,0.0001245108169857
weak_sindy,0.1366666666666667,0.0001112190735227
weak_sindy,0.1577777777777778,0.0001180041300558
weak_sindy,0.1788888888888889,0.0004368033580358
weak_sindy,0.2,0.0001725176242595
weak_sindy,0.01,1.861985186069775e-07
weak_sindy,0.0311111111111111,1.003579690769983e-06
weak_sindy,0.0522222222222222,3.047506410868661e-06
weak_sindy,0.0733333333333333,7.5587620336170866e-06
weak_sindy,0.0944444444444444,1.3174622010476806e-05
weak_sindy,0.1155555555555555,2.156715975307088e-05
weak_sindy,0.1366666666666667,3.456356574118604e-05
weak_sindy,0.1577777777777778,4.942810549309354e-05
weak_sindy,0.1788888888888889,6.278409845451193e-05
weak_sindy,0.2,7.949502408878229e-05
weak_sindy,0.01,9.984245466347113e-08
weak_sindy,0.0311111111111111,4.907563638984919e-07
weak_sindy,0.0522222222222222,2.385121739752036e-06
weak_sindy,0.0733333333333333,4.202196612973165e-06
weak_sindy,0.0944444444444444,1.4527609119581051e-05
weak_sindy,0.1155555555555555,1.4385980833984851e-05
weak_sindy,0.1366666666666667,9.261106172257064e-05
weak_sindy,0.1577777777777778,6.605787456307057e-05
weak_sindy,0.1788888888888889,0.0001084234713065
weak_sindy,0.2,0.0001088576375456
