model_name,tmax,err
dmd,0.5,0.0015318545103548
dmd,0.9258747122872903,0.0014245432304927
dmd,1.7144879657061454,0.0014269041476782
dmd,3.1748021039363983,0.0014335198534722
dmd,5.878937969102395,0.0013991458854901
dmd,10.886320001395015,0.0014181073702608
dmd,20.158736798317964,0.0014179230999041
dmd,37.32892926643571,0.0013968957954435
dmd,69.12382328910756,0.0013967023691566
dmd,128.0,0.0013918153601755
dmd,0.5,0.0022147028358633
dmd,0.9258747122872903,0.0018166193272463
dmd,1.7144879657061454,0.0014877987795424
dmd,3.1748021039363983,0.0015609145736935
dmd,5.878937969102395,0.0014229951751231
dmd,10.886320001395015,0.0014192079605414
dmd,20.158736798317964,0.0013977362832877
dmd,37.32892926643571,0.001414206654873
dmd,69.12382328910756,0.001390776984333
dmd,128.0,0.0013873883462038
dmd,0.5,0.0019609712668569
dmd,0.9258747122872903,0.0015356469419453
dmd,1.7144879657061454,0.0016871914256481
dmd,3.1748021039363983,0.0014181549098554
dmd,5.878937969102395,0.0013881710061141
dmd,10.886320001395015,0.0013812615087125
dmd,20.158736798317964,0.001384827611261
dmd,37.32892926643571,0.0013901252153216
dmd,69.12382328910756,0.0013929498480115
dmd,128.0,0.0013927778980244
dmd,0.5,0.0050954816949011
dmd,0.9258747122872903,0.0024602050149839
dmd,1.7144879657061454,0.0017429594550678
dmd,3.1748021039363983,0.0015320680967238
dmd,5.878937969102395,0.0013949404443271
dmd,10.886320001395015,0.0013947552919462
dmd,20.158736798317964,0.0013932233800252
dmd,37.32892926643571,0.0013958418350353
dmd,69.12382328910756,0.0013919712256764
dmd,128.0,0.0013966004144251
dmd,0.5,0.001351260208271
dmd,0.9258747122872903,0.0014866799605062
dmd,1.7144879657061454,0.0013950833244538
dmd,3.1748021039363983,0.0013766300983032
dmd,5.878937969102395,0.0013881337260628
dmd,10.886320001395015,0.001401256502013
dmd,20.158736798317964,0.0013932906401974
dmd,37.32892926643571,0.0013877378575928
dmd,69.12382328910756,0.0013828248653266
dmd,128.0,0.0013882650686453
dmd,0.5,0.0024945521622151
dmd,0.9258747122872903,0.0033578800303802
dmd,1.7144879657061454,0.0016375181514118
dmd,3.1748021039363983,0.0014242352804108
dmd,5.878937969102395,0.0014594620813914
dmd,10.886320001395015,0.0013500681373983
dmd,20.158736798317964,0.0013636333377585
dmd,37.32892926643571,0.0013741330012777
dmd,69.12382328910756,0.0013831707571437
dmd,128.0,0.001388541582907
dmd,0.5,0.0018772674635881
dmd,0.9258747122872903,0.0016238170088577
dmd,1.7144879657061454,0.0014040153128341
dmd,3.1748021039363983,0.0014753749441192
dmd,5.878937969102395,0.0013765020547624
dmd,10.886320001395015,0.0013840614733677
dmd,20.158736798317964,0.0013869639431513
dmd,37.32892926643571,0.0013902263951786
dmd,69.12382328910756,0.0013894118723076
dmd,128.0,0.00138945652563
dmd,0.5,0.005554520505763
dmd,0.9258747122872903,0.0017091052302452
dmd,1.7144879657061454,0.0013883746953234
dmd,3.1748021039363983,0.001367180796206
dmd,5.878937969102395,0.0013610963741158
dmd,10.886320001395015,0.0013579110051688
dmd,20.158736798317964,0.0013701365160696
dmd,37.32892926643571,0.001373571030545
dmd,69.12382328910756,0.0013838955289894
dmd,128.0,0.0013843100464311
dmd,0.5,0.0013541819825777
dmd,0.9258747122872903,0.0016496297882706
dmd,1.7144879657061454,0.0016604100491993
dmd,3.1748021039363983,0.0014738603216848
dmd,5.878937969102395,0.0014848665990159
dmd,10.886320001395015,0.0013670039095832
dmd,20.158736798317964,0.0013888336675783
dmd,37.32892926643571,0.0013952480577431
dmd,69.12382328910756,0.0013888487987511
dmd,128.0,0.001394133092856
dmd,0.5,0.0013904623545651
dmd,0.9258747122872903,0.002220065761173
dmd,1.7144879657061454,0.001758418531194
dmd,3.1748021039363983,0.0013092983332048
dmd,5.878937969102395,0.0013822975412685
dmd,10.886320001395015,0.0013468161319568
dmd,20.158736798317964,0.001364498754594
dmd,37.32892926643571,0.0013800271684279
dmd,69.12382328910756,0.0013904541999891
dmd,128.0,0.0013930465700262
gp,0.5,2.632950679576733e-05
gp,0.9258747122872903,1.5544888717278404e-05
gp,1.7144879657061454,1.6183567774735932e-05
gp,3.1748021039363983,9.22657840226244e-06
gp,5.878937969102395,8.350011120642994e-06
gp,10.886320001395015,8.35474529524392e-06
gp,20.158736798317964,7.089902191940144e-06
gp,37.32892926643571,6.960681523392449e-06
gp,69.12382328910756,6.32767919768559e-06
gp,128.0,6.294185350811264e-06
gp,0.5,0.0001625222076454
gp,0.9258747122872903,2.615081637003865e-05
gp,1.7144879657061454,2.482144035035632e-05
gp,3.1748021039363983,1.642399440652299e-05
gp,5.878937969102395,1.0273319963297903e-05
gp,10.886320001395015,9.130198547511262e-06
gp,20.158736798317964,8.37160446475354e-06
gp,37.32892926643571,8.394095669467041e-06
gp,69.12382328910756,6.445023758322842e-06
gp,128.0,6.24847300261754e-06
gp,0.5,1.618564960434842e-05
gp,0.9258747122872903,1.281515219786603e-05
gp,1.7144879657061454,9.990404263426316e-06
gp,3.1748021039363983,8.030000720443251e-06
gp,5.878937969102395,7.052480664404495e-06
gp,10.886320001395015,5.8003544001122185e-06
gp,20.158736798317964,6.469423338427405e-06
gp,37.32892926643571,6.372380739477755e-06
gp,69.12382328910756,6.266828667279444e-06
gp,128.0,6.347419722074417e-06
gp,0.5,9.161616859536054e-05
gp,0.9258747122872903,4.38638829099974e-05
gp,1.7144879657061454,1.4753474142393629e-05
gp,3.1748021039363983,1.3874532886211575e-05
gp,5.878937969102395,9.567681218707967e-06
gp,10.886320001395015,7.807775318390427e-06
gp,20.158736798317964,7.376872279481367e-06
gp,37.32892926643571,6.379024668427403e-06
gp,69.12382328910756,6.356766542311737e-06
gp,128.0,6.590885698440865e-06
gp,0.5,1.1612182943194276e-05
gp,0.9258747122872903,9.714695773544957e-06
gp,1.7144879657061454,1.264877926658051e-05
gp,3.1748021039363983,1.386259928255318e-05
gp,5.878937969102395,1.33640062989128e-05
gp,10.886320001395015,8.264872249978423e-06
gp,20.158736798317964,6.350933648039652e-06
gp,37.32892926643571,6.296360292797157e-06
gp,69.12382328910756,5.801813113577035e-06
gp,128.0,6.054770547634144e-06
gp,0.5,8.990151592065272e-05
gp,0.9258747122872903,3.651349557509047e-05
gp,1.7144879657061454,1.823801949782917e-05
gp,3.1748021039363983,1.012499397898846e-05
gp,5.878937969102395,8.371698472381938e-06
gp,10.886320001395015,6.6471780379365545e-06
gp,20.158736798317964,6.799523396110637e-06
gp,37.32892926643571,6.169459347529931e-06
gp,69.12382328910756,6.263726153350921e-06
gp,128.0,6.19062060693809e-06
gp,0.5,1.5822163634508086e-05
gp,0.9258747122872903,9.65081334153916e-06
gp,1.7144879657061454,7.250007362632643e-06
gp,3.1748021039363983,9.317340778484522e-06
gp,5.878937969102395,9.273223101274936e-06
gp,10.886320001395015,8.316066886142385e-06
gp,20.158736798317964,7.294346726763271e-06
gp,37.32892926643571,6.592182441365885e-06
gp,69.12382328910756,6.157773211022423e-06
gp,128.0,6.204945851160208e-06
gp,0.5,6.820711518572511e-05
gp,0.9258747122872903,2.8152341333181155e-05
gp,1.7144879657061454,9.976927252437922e-06
gp,3.1748021039363983,9.489399635492898e-06
gp,5.878937969102395,8.362030561765867e-06
gp,10.886320001395015,7.306105309242274e-06
gp,20.158736798317964,6.742291314156823e-06
gp,37.32892926643571,6.409765549954701e-06
gp,69.12382328910756,6.334650584505852e-06
gp,128.0,5.975795752163564e-06
gp,0.5,2.7876478079613484e-05
gp,0.9258747122872903,3.097471187999603e-05
gp,1.7144879657061454,1.4239555058738096e-05
